WPA3954600,1
QUM3113067,1
JUG7556438,1
TDK6911499,1
PNG2823077,1
VYI6781159,1
LJY3112549,1
PSJ5561955,1
CQF5644627,1
ULP6001024,1
AAN9344230,1
EEV7716993,1
LXA2620763,1
KRS4991320,1
ATX9708398,1
TIF7933000,1
CRS1546822,1
UYF5318566,1
AGO7427499,1
CZG2756772,1
KFS1665236,1
NBF5388657,1
YTB6778413,1
UZH4874550,1
RLH8740338,1
ENT2836281,1
QVJ4538329,1
PBU4000420,1
EUS3134876,1
SGR8575787,1
VMT8811034,1
RDB4204257,1
BYU8992038,1
NAD8006800,1
OSU4160151,1
XKX6459244,1
YHM5614734,1
HRJ4833209,1
CMU9804593,1
YGE7614019,1
BGE4446224,1
GRB3722209,1
YEF1103380,1
CBG6147460,1
RBM9736522,1
FGS4338916,1
TCH3103830,1
BJS4630845,1
CFQ8163674,1
NGF2915743,1

